TEST,2021-05-19 23:04:12.924TEST,2021-05-19 23:04:12.931TEST,2021-05-19 23:04:12.931TEST,2021-05-19 23:04:12.931TEST,2021-05-19 23:04:12.931TEST,2021-05-19 23:04:12.931TEST,2021-05-19 23:04:12.931TEST,2021-05-19 23:04:12.932TEST,2021-05-19 23:04:12.932TEST,2021-05-19 23:04:12.932TEST,2021-05-19 23:04:12.932TEST,2021-05-19 23:04:12.932TEST,2021-05-19 23:04:12.932TEST,2021-05-19 23:04:12.932TEST,2021-05-19 23:04:12.933TEST,2021-05-19 23:04:12.933TEST,2021-05-19 23:04:12.933TEST,2021-05-19 23:04:12.933TEST,2021-05-19 23:04:12.933TEST,2021-05-19 23:04:12.933TEST,2021-05-19 23:04:12.933TEST,2021-05-19 23:04:12.934TEST,2021-05-19 23:04:12.934TEST,2021-05-19 23:04:12.934TEST,2021-05-19 23:04:12.934TEST,2021-05-19 23:04:12.937TEST,2021-05-19 23:04:12.937TEST,2021-05-19 23:04:12.937TEST,2021-05-19 23:04:12.937TEST,2021-05-19 23:04:12.937TEST,2021-05-19 23:04:12.937TEST,2021-05-19 23:04:12.938TEST,2021-05-19 23:04:12.938TEST,2021-05-19 23:04:12.938TEST,2021-05-19 23:04:12.938TEST,2021-05-19 23:04:12.938TEST,2021-05-19 23:04:12.938TEST,2021-05-19 23:04:12.938TEST,2021-05-19 23:04:12.938TEST,2021-05-19 23:04:12.939TEST,2021-05-19 23:04:12.939TEST,2021-05-19 23:04:12.939TEST,2021-05-19 23:05:06.577
TEST,2021-05-19 23:05:06.583
TEST,2021-05-19 23:05:06.583
TEST,2021-05-19 23:05:06.584
TEST,2021-05-19 23:05:06.584
TEST,2021-05-19 23:05:06.584
TEST,2021-05-19 23:05:06.584
TEST,2021-05-19 23:05:06.585
TEST,2021-05-19 23:05:06.585
TEST,2021-05-19 23:05:06.585
TEST,2021-05-19 23:05:06.585
TEST,2021-05-19 23:05:06.585
TEST,2021-05-19 23:05:06.585
TEST,2021-05-19 23:05:06.585
TEST,2021-05-19 23:05:06.585
TEST,2021-05-19 23:05:06.586
TEST,2021-05-19 23:05:06.586
TEST,2021-05-19 23:05:06.586
TEST,2021-05-19 23:05:06.586
TEST,2021-05-19 23:05:06.587
TEST,2021-05-19 23:05:06.587
TEST,2021-05-19 23:05:06.587
TEST,2021-05-19 23:05:06.588
TEST,2021-05-19 23:05:06.588
TEST,2021-05-19 23:05:06.588
TEST,2021-05-19 23:05:06.588
TEST,2021-05-19 23:05:06.589
TEST,2021-05-19 23:05:06.589
TEST,2021-05-19 23:05:06.589
TEST,2021-05-19 23:05:06.589
TEST,2021-05-19 23:05:06.589
TEST,2021-05-19 23:05:06.589
TEST,2021-05-19 23:05:06.59
TEST,2021-05-19 23:05:06.59
TEST,2021-05-19 23:05:06.59
TEST,2021-05-19 23:05:06.59
TEST,2021-05-19 23:05:06.591
TEST,2021-05-19 23:05:06.591
TEST,2021-05-19 23:05:06.591
TEST,2021-05-19 23:05:06.592
TEST,2021-05-19 23:05:06.592
TEST,2021-05-19 23:05:06.592
TEST,2021-05-19 23:05:06.592
TEST,2021-05-19 23:05:06.593
Afisare,2021-05-19 23:06:35.746
Afisare,2021-05-19 23:06:35.76
Afisare,2021-05-19 23:06:35.76
Afisare,2021-05-19 23:06:35.761
Afisare,2021-05-19 23:06:35.762
Afisare,2021-05-19 23:06:35.762
Afisare,2021-05-19 23:06:35.762
Afisare,2021-05-19 23:06:35.763
Afisare,2021-05-19 23:06:35.765
Afisare,2021-05-19 23:06:35.766
Afisare,2021-05-19 23:06:35.766
Afisare,2021-05-19 23:06:35.766
Afisare,2021-05-19 23:06:35.766
Afisare,2021-05-19 23:06:35.767
Afisare,2021-05-19 23:06:35.767
Afisare,2021-05-19 23:06:35.773
Afisare,2021-05-19 23:06:35.773
Afisare,2021-05-19 23:06:35.774
Afisare,2021-05-19 23:06:35.774
Afisare,2021-05-19 23:06:35.774
Afisare,2021-05-19 23:06:35.774
Afisare,2021-05-19 23:06:35.774
Afisare,2021-05-19 23:06:35.775
Afisare,2021-05-19 23:06:35.777
Afisare,2021-05-19 23:06:35.777
Afisare,2021-05-19 23:06:35.782
Afisare,2021-05-19 23:06:35.783
Afisare,2021-05-19 23:06:35.784
Afisare,2021-05-19 23:06:35.784
Afisare,2021-05-19 23:06:35.785
Afisare,2021-05-19 23:06:35.785
Afisare,2021-05-19 23:06:35.788
Afisare,2021-05-19 23:06:35.788
Afisare,2021-05-19 23:06:35.789
Afisare,2021-05-19 23:06:35.789
Afisare,2021-05-19 23:06:35.789
Afisare,2021-05-19 23:06:35.79
Afisare,2021-05-19 23:06:35.79
Afisare,2021-05-19 23:06:35.79
Afisare,2021-05-19 23:06:35.79
Afisare,2021-05-19 23:06:35.79
Afisare,2021-05-19 23:06:35.791
Afisare,2021-05-19 23:06:35.791
Afisare,2021-05-19 23:06:35.791
Afisare,2021-05-19 23:06:35.791
Afisare,2021-05-19 23:06:35.791
Afisare,2021-05-19 23:07:13.313
Afisare,2021-05-19 23:07:13.319
Afisare,2021-05-19 23:07:13.319
Afisare,2021-05-19 23:07:13.319
Afisare,2021-05-19 23:07:13.319
Afisare,2021-05-19 23:07:13.319
Afisare,2021-05-19 23:07:13.32
Afisare,2021-05-20 15:33:23.482
Afisare,2021-05-20 15:33:23.494
Afisare,2021-05-20 15:33:23.495
Afisare,2021-05-20 15:33:23.495
Afisare,2021-05-20 15:33:23.495
Afisare,2021-05-20 15:33:23.495
Afisare,2021-05-20 15:33:23.495
Afisare,2021-05-20 15:33:23.495
Afisare,2021-05-20 15:33:23.495
Afisare,2021-05-20 15:33:23.495
Afisare,2021-05-20 15:33:23.496
Afisare,2021-05-20 15:33:23.496
Afisare,2021-05-20 15:33:23.496
Afisare,2021-05-20 15:33:23.496
Afisare,2021-05-20 15:33:23.496
Afisare,2021-05-20 15:33:23.496
Afisare,2021-05-20 15:33:23.497
Afisare,2021-05-20 15:33:23.497
Afisare,2021-05-20 15:33:23.497
Afisare,2021-05-20 15:33:23.497
Afisare,2021-05-20 15:33:23.497
Afisare,2021-05-20 15:33:23.497
Afisare,2021-05-20 15:33:23.498
Afisare,2021-05-20 15:33:23.498
Afisare,2021-05-20 15:33:23.498
Afisare,2021-05-20 15:33:23.498
Afisare,2021-05-20 15:33:23.498
Afisare,2021-05-20 15:33:23.498
Afisare,2021-05-20 15:33:23.498
Afisare,2021-05-20 15:33:23.498
Afisare,2021-05-20 15:33:23.499
Semnaturi,2021-05-20 15:33:23.503
Practica,2021-05-20 15:33:23.505
Afisare,2021-05-20 15:33:23.509
